ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
MX-2314,closed,San José de Valenzuela Airport,1660,NA,MX,MX-CHH,Batopilas,null,null,null,null,"26.9268, -107.72299"
MX-2315,closed,La Labor Airport,2700,NA,MX,MX-CHH,Batopilas,null,null,null,null,"26.812, -107.66893"
MX-2316,closed,Loreto Airport,1460,NA,MX,MX-CHH,Batopilas,null,null,null,null,"26.78392, -107.70441"
MX-2317,small_airport,Santa Ana Airport,1795,NA,MX,MX-CHH,Morelos,null,null,null,null,"26.76289, -107.62322"
MX-2318,closed,El Realito Airport,1909,NA,MX,MX-CHH,Batopilas,null,null,null,null,"26.75075, -107.59018"
MX-2319,closed,Balleza Airport,5241,NA,MX,MX-CHH,Balleza,null,null,null,null,"26.95099, -106.35512"
MX-2320,closed,Huejotitán Airport,5555,NA,MX,MX-CHH,Huejotitán,null,null,null,null,"27.05906, -106.18332"
MX-2321,closed,El Fresno Airport,4872,NA,MX,MX-CHH,Rosario,null,null,null,null,"27.30871, -106.30793"
MX-2322,small_airport,Tonichi Airport,7022,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.604521, -109.567641"
MX-2323,small_airport,Mesa El Rodeo Airport,2405,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"28.618414, -109.111791"
MX-2324,closed,El Ranchito Airport,374,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.154107, -109.845743"
MX-2325,closed,La Centradita Airport,646,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.31192, -109.62601"
MX-2326,small_airport,El Realito Airport,581,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.34436, -109.61636"
MX-2327,small_airport,Soyopa Airport,745,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.75658, -109.62699"
MX-2328,closed,El Novillo Airport,1196,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.96138, -109.62237"
MX-2329,small_airport,Movas Airport,791,NA,MX,MX-SON,Rosario de Tesopaco,null,null,null,null,"28.16222, -109.44028"
MX-2330,small_airport,El Porvenir Airport,433,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.11397, -109.9078"
MX-2331,closed,El Porvenir (Cumuripa) Airport,358,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.12032, -109.89362"
MX-2332,closed,Agua Caliente Airport,335,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.143955, -109.754198"
MX-2333,small_airport,Rancho El Corral de Piedra Airport,518,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.28967, -109.60965"
MX-2334,small_airport,Loma La Cuca Airport,620,NA,MX,MX-SON,Rosario de Tesopaco,null,null,null,null,"28.35013, -109.576"
MX-2335,closed,El Rincón Airport,680,NA,MX,MX-SON,Rosario de Tesopaco,null,null,null,null,"28.35066, -109.57225"
MX-2336,closed,Onavas Airport,564,NA,MX,MX-SON,Onavas,null,null,null,null,"28.46458, -109.52614"
MX-2337,closed,El Pozol Airport,866,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.75958, -109.59996"
MX-2338,small_airport,La Misión de Guadalupe Airport,1732,NA,MX,MX-CHH,Chinipas,null,null,null,null,"27.52255, -108.48769"
MX-2339,small_airport,Los Tanques Airport,1099,NA,MX,MX-SON,Álamos,null,null,null,null,"27.21413, -108.88905"
MX-2340,small_airport,Nuri Airport,1273,NA,MX,MX-SON,Rosario de Tesopaco,null,null,null,null,"28.11116, -109.32804"
MX-2341,small_airport,San José Babícora Airport,7052,NA,MX,MX-CHH,Gómez Farías,null,null,null,null,"29.26622, -107.75887"
MX-2342,closed,José Esteban Coronado Airport,506,NA,MX,MX-CHH,Coronado,null,null,null,null,"26.73239, -105.16983"
MX-2343,closed,Valle de Zaragoza Airport,4495,NA,MX,MX-CHH,Valle de Zaragoza,null,null,null,null,"27.45835, -105.79682"
MX-2344,closed,La Esmeralda Airport,4478,NA,MX,MX-COA,Sierra Mojada,null,null,null,null,"27.28895, -103.64373"
MX-2345,closed,Hacienda Las Pampas Airport,4629,NA,MX,MX-COA,Camargo,null,null,null,null,"27.49224, -104.70007"
MX-2346,closed,Santa Elena Airport,4508,NA,MX,MX-CHH,Jiménez,null,null,null,null,"27.09388, -104.38153"
MX-2347,closed,Los Tobosos Airport,4330,NA,MX,MX-CHH,Jiménez,null,null,null,null,"27.03284, -104.33982"
MX-2348,closed,Ejido Venustiano Carranza Airport,163,NA,MX,MX-SON,Huatabampo,null,null,null,null,"26.41515, -109.0323"
MX-2349,heliport,Tangamanga Heliport,6288,NA,MX,MX-SLP,San Luis Potosí,null,null,null,null,"22.12626, -101.01256"
MX-2350,closed,Tangamanga Airport,6170,NA,MX,MX-SLP,San Luis Potosí,null,null,null,null,"22.18227, -100.9882"
MX-2351,closed,Ciudad Madera Airport,7133,NA,MX,MX-CHH,Madera,null,null,null,null,"29.21051, -108.15253"
MX-2352,small_airport,Rancho Blanco Airport,6841,NA,MX,MX-CHH,Madera,null,null,null,null,"29.17166, -108.08704"
MX-2353,closed,Barabaguachi Airport,8041,NA,MX,MX-CHH,Bocoyna,null,null,null,null,"28.02905, -107.55924"
MX-2354,closed,Mesa Arroyo Ancho Airport,7589,NA,MX,MX-CHH,Guerrero,null,null,null,null,"28.23519, -107.49436"
MX-2355,closed,El Cuzareño Airport,6978,NA,MX,MX-CHH,Guerrero,null,null,null,null,"28.23917, -107.43995"
MX-2356,small_airport,San Luis de Barbarocos Airport,1883,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.901766, -108.815805"
MX-2357,small_airport,El Zapote Airport,2733,NA,MX,MX-CHH,Moris,null,null,null,null,"27.98595, -108.69134"
MX-2358,closed,La Polvosa Airport,6680,NA,MX,MX-CHH,Moris,null,null,null,null,"28.17123, -108.72031"
MX-2359,closed,Ciénega del Pilar Airport,4511,NA,MX,MX-CHH,Moris,null,null,null,null,"28.10845, -108.64344"
MX-2360,small_airport,El Pilar Airport,4918,NA,MX,MX-CHH,Moris,null,null,null,null,"28.12062, -108.60716"
MX-2361,closed,General Lázaro Cárdenas Airport,476,NA,MX,MX-SON,Guaymas,null,null,null,null,"28.31363, -110.57444"
MX-2362,closed,La Misa Airport,561,NA,MX,MX-SON,Guaymas,null,null,null,null,"28.37884, -110.5384"
MX-2363,closed,San Antonio (Las Guásimas) Airport,919,NA,MX,MX-SON,Guaymas,null,null,null,null,"28.29521, -110.29315"
MX-2364,closed,Tetacombiate Airport,217,NA,MX,MX-SON,Guaymas,null,null,null,null,"27.99678, -110.42328"
MX-2365,closed,Oritz Airport,365,NA,MX,MX-SON,Guaymas,null,null,null,null,"28.29597, -110.71707"
MX-2366,closed,La Cuesta Airport,1316,NA,MX,MX-SON,La Colorada,null,null,null,null,"28.59961, -110.17424"
MX-2367,closed,El Aigame Airport,1362,NA,MX,MX-SON,La Colorada,null,null,null,null,"28.73498, -110.44061"
MX-2368,closed,La Colorada Airport,1269,NA,MX,MX-SON,La Colorada,null,null,null,null,"28.8145, -110.58821"
MX-2369,small_airport,Rancho El Gallo Güero Airport,1426,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.86607, -109.7437"
MX-2370,closed,Rebeico Airport,1655,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.92522, -109.74721"
MX-2371,closed,Las Noritas Airport,1775,NA,MX,MX-SON,Soyopa,null,null,null,null,"28.96296, -109.79088"
MX-2372,closed,Tacopaco Airport,932,NA,MX,MX-SIN,Choix,null,null,null,null,"26.92381, -108.31784"
MX-2373,closed,Guapalayna Airport,1804,NA,MX,MX-CHH,Urique,null,null,null,null,"27.17583, -107.89404"
MX-2374,closed,San José de Raíces Airport,6138,NA,MX,MX-NLE,Galeana,null,null,null,null,"24.56197, -100.23679"
MX-2375,small_airport,Arisiachi Airport,6658,NA,MX,MX-CHH,Guerrero,null,null,null,null,"28.46333, -107.73809"
MX-2376,small_airport,Santo Tomás Airport,6624,NA,MX,MX-CHH,Guerrero,null,null,null,null,"28.69282, -107.58362"
MX-2377,small_airport,Matachí Airport,6480,NA,MX,MX-CHH,Matachí,null,null,null,null,"28.84351, -107.72273"
MX-2378,closed,Temósachic Airport,6258,NA,MX,MX-CHH,Temósachic,null,null,null,null,"28.98442, -107.8333"
MX-2379,closed,Gómez Farías Airport,7138,NA,MX,MX-CHH,Gómez Farías,null,null,null,null,"29.37045, -107.72713"
MX-2380,small_airport,La Pinta Airport,7231,NA,MX,MX-CHH,Gómez Farías,null,null,null,null,"29.22966, -107.68259"
MX-2381,closed,Isla La Herradura Airport,4379,NA,MX,MX-CHH,Valle de Zaragoza,null,null,null,null,"27.51503, -105.47054"
MX-2382,closed,Loma La Era Airport,4419,NA,MX,MX-CHH,San Francisco de Conchos,null,null,null,null,"27.4917, -105.32725"
MX-2383,closed,Ojo de Agua Airport,4393,NA,MX,MX-CHH,San Francisco de Conchos,null,null,null,null,"27.48809, -105.30787"
MX-2384,closed,Los Chizos Airport,4360,NA,MX,MX-CHH,Valle de Zaragoza,null,null,null,null,"27.47984, -105.43887"
MX-2385,small_airport,Valle de Tacupeto Airport,1955,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"28.79708, -109.16071"
MX-2386,closed,El Nopal Airport,4400,NA,MX,MX-CHH,Valle de Zaragoza,null,null,null,null,"27.48385, -105.50369"
MX-2387,closed,Huahuacherare Airport,6942,NA,MX,MX-CHH,Carichí,null,null,null,null,"27.55489, -106.98524"
MX-2388,closed,Nonoava Airport,5427,NA,MX,MX-CHH,Nonoava,null,null,null,null,"27.47321, -106.72982"
MX-2389,small_airport,Tehuerichi Airport,6906,NA,MX,MX-CHH,Carichí,null,null,null,null,"27.62777, -107.22707"
MX-2390,closed,La Mora Airport,6608,NA,MX,MX-CHH,Carichí,null,null,null,null,"27.54247, -106.89297"
MX-2391,closed,Colonia Anáhuac Airport,6618,NA,MX,MX-CHH,Cuauhtémoc,null,null,null,null,"28.46758, -106.73108"
MX-2392,closed,Ciudad Cuauhtémoc Airport,6738,NA,MX,MX-CHH,Cuauhtémoc,null,null,null,null,"28.40717, -106.88636"
MX-2393,closed,El Terrero Airport,6236,NA,MX,MX-CHH,Namiquipa,null,null,null,null,"29.18357, -107.3764"
MX-2394,closed,Salvatierra Airport,407,NA,MX,MX-BCN,San Quintín,null,null,null,null,"28.63424, -114.02857"
MX-2395,closed,San Francisco de Borja Airport,1614,NA,MX,MX-BCN,Ensenada,null,null,null,null,"28.7313, -113.7494"
MX-2396,closed,San Diego de Alcalá Airport,3773,NA,MX,MX-CHH,Aldama,null,null,null,null,"28.58608, -105.54563"
MX-2397,small_airport,Vicente Espinoza Airport,1677,NA,MX,MX-SON,Bacanora,null,null,null,null,"28.95942, -109.3998"
MX-2398,small_airport,Bacanora Airport,1650,NA,MX,MX-SON,Bacanora,null,null,null,null,"28.97795, -109.40722"
MX-2399,closed,El Encinal Airport,3845,NA,MX,MX-SON,Bacanora,null,null,null,null,"28.63637, -109.28781"
MX-2400,closed,Curea Airport,1637,NA,MX,MX-SON,Yécora,null,null,null,null,"28.3074, -109.27537"
MX-2401,closed,La Mesa Airport,7589,NA,MX,MX-SON,Urique,null,null,null,null,"27.51444, -107.90095"
MX-2402,small_airport,Sugurachi Airport,7575,NA,MX,MX-SON,Guachochi,null,null,null,null,"27.47432, -107.59734"
MX-2403,small_airport,Ejido La Coruña Airport,3614,NA,MX,MX-COA,Francisco I Madero,null,null,null,null,"25.87327, -103.29728"
MX-2404,closed,Cebampo Airport,374,NA,MX,MX-SON,Álamos,null,null,null,null,"26.61597, -109.07754"
MX-2405,small_airport,Tlahualilo de Zaragoza Airport,3593,NA,MX,MX-DUR,Tlahualilo,null,null,null,null,"26.12761, -103.41367"
MX-2406,small_airport,Las Moras Airport,3089,NA,MX,MX-CHH,Urique,null,null,null,null,"27.06181, -108.16574"
MX-2407,small_airport,Santa Elena Airport,7418,NA,MX,MX-CHH,Riva Palacio,null,null,null,null,"28.8971, -106.64262"
MX-2408,small_airport,Maco (La Palma) Airport,6636,NA,MX,MX-CHH,Cuauhtémoc,null,null,null,null,"28.77368, -106.94185"
MX-2409,closed,Nicolás Bravo Airport,7054,NA,MX,MX-CHH,Madera,null,null,null,null,"29.35828, -107.9564"
MX-2410,small_airport,El Sudadero Airport,528,NA,MX,MX-SON,Guaymas,null,null,null,null,"28.43523, -110.63455"
MX-2411,closed,Salinas del Rey Norte Airport,3409,NA,MX,MX-COA,Ocampo,null,null,null,null,"27.04079, -103.4392"
MX-2412,closed,Avante Airport,3617,NA,MX,MX-COA,Ocampo,null,null,null,null,"27.21077, -103.44511"
MX-2413,closed,San Fermín Airport,5285,NA,MX,MX-DUR,Villa Hidalgo,null,null,null,null,"26.33855, -104.79045"
MX-2414,closed,Villa Hidalgo Airport,5620,NA,MX,MX-DUR,Villa Hidalgo,null,null,null,null,"26.24433, -104.91267"
MX-2415,closed,Cruces Airport,5624,NA,MX,MX-DUR,Villa Hidalgo,null,null,null,null,"25.91691, -104.66531"
MX-2416,closed,El Carmen Airport,4615,NA,MX,MX-CHH,Allende,null,null,null,null,"27.20953, -105.0506"
MX-2417,closed,La Parra Airport,4567,NA,MX,MX-CHH,Jiménez,null,null,null,null,"27.27696, -105.03268"
MX-2418,small_airport,Las Lagrimas Airport,4530,NA,MX,MX-CHH,Allende,null,null,null,null,"27.28873, -105.14422"
MX-2419,closed,Punta de Agua Airport,4688,NA,MX,MX-CHH,Allende,null,null,null,null,"27.25942, -105.21316"
MX-2420,closed,El Tecolote Airport,4551,NA,MX,MX-CHH,Allende,null,null,null,null,"27.33755, -105.21145"
MX-2421,small_airport,El Volcán Airport,3511,NA,MX,MX-CHH,Allende,null,null,null,null,"27.34468, -105.15506"
MX-2422,small_airport,Hermanos Airport,230,NA,MX,MX-TAM,Soto La Marina,null,null,null,null,"23.66069, -98.19056"
MX-2423,closed,La Posada Airport,121,NA,MX,MX-VER,Ozuluama de Mascareñas,null,null,null,null,"21.85078, -97.8041"
MX-2424,closed,El Lindero Airport,108,NA,MX,MX-VER,Pánuco,null,null,null,null,"21.95037, -98.27602"
MX-2425,closed,El Retache Airport,151,NA,MX,MX-VER,Pánuco,null,null,null,null,"21.90126, -98.31478"
MX-2426,closed,San Gabriel Airport,144,NA,MX,MX-TAM,González,null,null,null,null,"22.76366, -98.67256"
MX-2427,closed,El Retorno Airport,275,NA,MX,MX-TAM,González,null,null,null,null,"22.75204, -98.34515"
MX-2428,closed,Bermejillo Airport,3693,NA,MX,MX-DUR,Mapimí,null,null,null,null,"25.89327, -103.63292"
MX-2429,closed,Bucareli Airport,3676,NA,MX,MX-DUR,Gómez Palacio,null,null,null,null,"25.66791, -103.53417"
MX-2430,closed,Aeródromo Maran Tijuana,1181,NA,MX,MX-BCN,Tijuana,null,null,null,null,"32.499167, -116.755361"
MX-2431,small_airport,Tenango Airport,4035,NA,MX,MX-MOR,Jantetelco,null,null,null,TNG,"18.649874, -98.731792"
MX-2432,closed,Estacion San Fernando Airport,4170,NA,MX,MX-COA,Sierra Mojada,null,null,null,null,"27.64448, -103.75378"
MX-2433,small_airport,Uruachi Airport,4908,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.87961, -108.21924"
MX-2434,small_airport,Santa Rosa de Lima Airport,3504,NA,MX,MX-SON,Yécora,null,null,null,null,"28.46607, -109.09921"
MX-2435,small_airport,Arechuyvo Airport,5580,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.88457, -108.54535"
MX-2436,small_airport,El Tule Airport,5226,NA,MX,MX-CHH,El Tule,null,null,null,null,"27.04698, -106.27286"
MX-2437,small_airport,Los Pozos Airport,4326,NA,MX,MX-CHH,Saucillo,null,null,null,null,"27.912536, -105.40778"
MX-2438,small_airport,Ocotlán Airport,324,NA,MX,MX-TAM,González,null,null,null,null,"22.89201, -98.52832"
MX-2439,closed,Media Luna (Campo Rosco) Airport,439,NA,MX,MX-TAM,González,null,null,null,null,"22.98724, -98.76898"
MX-2440,small_airport,Torocobampo Airport,167,NA,MX,MX-SON,Huatabampo,null,null,null,null,"26.434755, -109.050107"
MX-2441,closed,Los Citahuis Airport,198,NA,MX,MX-SON,Huatabampo,null,null,null,null,"26.459, -109.04742"
MX-2442,closed,El Gallo Airport,20,NA,MX,MX-SON,Huatabampo,null,null,null,null,"26.81337, -109.56229"
MX-2443,small_airport,San Miguel de Tubares Airport,1549,NA,MX,MX-CHH,Morelos,null,null,null,null,"26.76756, -107.69118"
MX-2444,small_airport,Torreón de Cañas Airport,5692,NA,MX,MX-DUR,Ocampo,null,null,null,null,"26.36714, -105.26685"
MX-2445,heliport,TV Azteca Tijuana Heliport,null,NA,MX,MX-BCN,Tijuana,null,null,null,null,"32.523, -117.02006"
MX-2446,heliport,Tijuana Municipal Department of Public Safety Heliport,null,NA,MX,MX-BCN,Tijuana,null,null,null,null,"32.5228, -117.02035"
MX-2447,heliport,NewCity Plaza Heliport,null,NA,MX,MX-BCN,Tijuana,null,null,null,null,"32.53642, -117.02271"
MX-2448,heliport,Ensenada Naval Base Parade Ground Helipad,3,NA,MX,MX-BCN,Ensenada,null,null,null,null,"31.84781, -116.61628"
MX-2449,heliport,Ensenada Naval Base Heliport,3,NA,MX,MX-BCN,Ensenada,null,null,null,null,"31.8493, -116.61712"
MX-2450,small_airport,Minera Camino Rojo Airport,6283,NA,MX,MX-ZAC,Mazapil,null,null,null,MCR,"24.151519, -101.510319"
MX-2451,small_airport,El Sueño Airport,262,NA,MX,MX-SIN,Culiacan,null,null,null,SEO,"24.593176, -107.287239"
MX-2452,heliport,Titania FE Platform Helideck,157,NA,MX,MX-CAM,Ciudad del Carmen,null,null,null,HSH,"18.474336, -93.322983"
MX-2453,closed,Arroyo Seco Airport,5515,NA,MX,MX-CHH,Allende,null,null,null,null,"27.04159, -105.55539"
MX-2454,closed,Las Carmenes Airport,33,NA,MX,MX-TAM,Aldama,null,null,null,null,"22.77412, -97.86691"
MX-2455,small_airport,Ojitos de Santa Lucia Airport,6693,NA,MX,MX-ZAC,Juan Aldama,null,null,null,null,"24.29388, -103.33668"
MX-2456,closed,La Tijera Airport,5082,NA,MX,MX-CHH,Huejotitán,null,null,null,null,"27.23125, -105.96121"
MX-2457,closed,El Vallecillo Airport,5129,NA,MX,MX-CHH,Valle de Zaragoza,null,null,null,null,"27.24892, -106.04625"
MX-2458,closed,El Maguey Airport,5663,NA,MX,MX-CHH,Valle de Zaragoza,null,null,null,null,"27.59518, -106.15203"
MX-2459,small_airport,Algodonera El Comanche Airport,4261,NA,MX,MX-CHH,Camargo,null,null,null,null,"28.11884, -103.87379"
MX-2460,closed,Amapola de los Ojitos Airport,6056,NA,MX,MX-CHH,Satevó,null,null,null,null,"27.64374, -106.3902"
MX-2461,closed,Galeras Airport,207,NA,MX,MX-TAM,Aldama,null,null,null,null,"23.06892, -97.84647"
MX-2462,small_airport,Campo 111 Airstrip,6604,NA,MX,MX-CHH,Cuauhtémoc,null,null,null,null,"28.73059, -107.08358"
MX-2463,small_airport,Bachíniva Airport,6824,NA,MX,MX-CHH,Bachíniva,null,null,null,null,"28.76712, -107.23955"
MX-2464,closed,Los Jaguares Airport,234,NA,MX,MX-TAM,Aldama,null,null,null,null,"23.04897, -97.85269"
MX-2465,closed,Los Castilleja Airport,332,NA,MX,MX-TAM,Aldama,null,null,null,null,"23.02035, -97.86731"
MX-2466,closed,Alexis Airport,254,NA,MX,MX-TAM,Aldama,null,null,null,null,"23.00722, -97.86177"
MX-2467,small_airport,Copa de Oro Airport,70,NA,MX,MX-TAM,Aldama,null,null,null,null,"22.95914, -97.81088"
MX-2468,small_airport,Las Hadas Airport,119,NA,MX,MX-TAM,Aldama,null,null,null,null,"22.87524, -97.85586"
MX-2469,closed,Aldama Airport,388,NA,MX,MX-TAM,Aldama,null,null,null,null,"22.91667, -98.05812"
MX-2470,closed,El Seis Quince Airport,46,NA,MX,MX-TAM,Aldama,null,null,null,null,"22.80715, -97.9375"
MX-2471,closed,Ébano Airport,177,NA,MX,MX-SLP,Ébano,null,null,null,null,"22.21802, -98.39386"
MX-2472,closed,El Presidente Airport,331,NA,MX,MX-TAM,Aldama,null,null,null,null,"23.26409, -97.95681"
MX-2473,closed,Los Bayos Airport,1392,NA,MX,MX-TAM,Aldama,null,null,null,null,"23.01535, -97.9808"
MX-2474,closed,El Cuete North Airport,233,NA,MX,MX-TAM,Aldama,null,null,null,null,"22.80809, -98.14001"
MX-2475,closed,Hermanos Zapata Airport,6339,NA,MX,MX-NLE,Doctor Arroyo,null,null,null,null,"23.71421, -100.12724"
MX-2476,closed,La Flor Airport,6010,NA,MX,MX-ZAC,Mazapil,null,null,null,null,"24.2869, -101.4159"
MX-2477,closed,Hacienda Los Olivos Airport,3657,NA,MX,MX-COA,Matamoros,null,null,null,null,"25.51891, -103.27542"
MX-2478,heliport,33rd Infantry Battalion Heliport,3670,NA,MX,MX-COA,Torreón,null,null,null,null,"25.53211, -103.35172"
MX-2479,heliport,Torreón Regional Specialty Hospital Heliport,3666,NA,MX,MX-COA,Torreón,null,null,null,null,"25.52986, -103.32525"
MX-2480,small_airport,Caballero Airport,5148,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.81911, -108.54171"
MX-2481,closed,El Pacifico Airport,3708,NA,MX,MX-COA,Matamoros,null,null,null,null,"25.47711, -103.32649"
MX-2482,closed,San Nicolás Airport,4426,NA,MX,MX-COA,Lerdo,null,null,null,null,"25.74981, -103.90043"
MX-2483,closed,Rancho Grande (Tres Hermanas) Airport,4393,NA,MX,MX-COA,Lerdo,null,null,null,null,"25.75403, -103.87208"
MX-2484,closed,San José de Natora Airport,2349,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"29.0485, -108.76645"
MX-2485,closed,Mesa Los Venados Airport,7549,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.78355, -108.65882"
MX-2486,small_airport,Ignacio Valenzuela Lagarda Airport,5400,NA,MX,MX-CHH,Chínipas,null,null,null,null,"27.77379, -108.5758"
MX-2487,small_airport,Huicorichic Airport,5702,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.76044, -108.65884"
MX-2488,closed,Trigo de Corodepe Airport,4626,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"28.61731, -108.94493"
MX-2489,small_airport,San Jose de Caramechi Airport,1214,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.80841, -108.84369"
MX-2490,small_airport,Aremeyvo Airport,3009,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.85539, -108.74107"
MX-2491,closed,Técori Airport,344,NA,MX,MX-SON,Cajeme,null,null,null,null,"28.03398, -109.78792"
MX-2492,small_airport,Mesa Maycovita Airport,3268,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.96723, -108.79178"
MX-2493,small_airport,Palmarito Airport,1319,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.89664, -108.79168"
MX-2494,small_airport,Cerro El Saucillo Airport,4600,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.92057, -108.65234"
MX-2495,small_airport,Chagayvo Airport,4619,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.88852, -108.62269"
MX-2496,closed,Mesa Ceriachi Airport,5348,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.94094, -108.60697"
MX-2497,closed,San José el Pinal Airport,5741,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.8247, -108.50836"
MX-2498,small_airport,El Manzanillal Airport,5031,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.71583, -108.61964"
MX-2499,small_airport,Jecopaco Airport,1739,NA,MX,MX-CHH,Uruachi,null,null,null,null,"27.7521, -108.75262"
MX-2500,small_airport,Benjamín M. Chaparro Airport,4770,NA,MX,MX-CHH,Chínipas,null,null,null,null,"27.64051, -108.52831"
MX-2501,closed,San Francisco Javier de Satevó Airport,4571,NA,MX,MX-CHH,Satevó,null,null,null,null,"27.95743, -106.10601"
MX-2502,closed,Aeródromo Ex Hacienda Sinaloa,417,NA,MX,MX-BCN,Ensenada,null,null,null,null,"30.959722, -116.016111"
MX-2503,small_airport,Aramberri Airport,3780,NA,MX,MX-NLE,Aramberri,null,null,null,null,"24.09691, -99.83011"
MX-2504,closed,El Puertecito Laguna Airport,4774,NA,MX,MX-NLE,General Zaragoza,null,null,null,null,"23.98455, -99.79118"
MX-2505,closed,El Potrero Airport,3031,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"28.68501, -108.74142"
